id_user,fecha_ing,n_pedidos
1247,2022-01-08,55
1248,2022-01-08,66
1249,2022-01-08,75
1250,2022-01-08,10
1251,2022-01-08,14
1252,2022-01-08,110
1253,2022-01-08,81
1254,2022-01-08,56
1255,2022-01-08,114
1256,2022-01-08,98
1257,2022-01-08,6
1258,2022-01-08,2
1259,2022-01-08,43
1260,2022-01-08,51
1261,2022-01-08,34
1262,2022-01-08,12
1263,2022-01-08,118
1264,2022-01-08,72
1265,2022-01-08,107
1266,2022-01-08,15
1267,2022-01-08,22
1268,2022-01-08,105
1269,2022-01-08,86
1270,2022-01-08,17
1271,2022-01-08,80
1272,2022-01-08,52
1273,2022-01-08,107
1274,2022-01-08,84
1275,2022-01-08,44
1276,2022-01-08,11
1277,2022-01-08,8
1278,2022-01-08,40
1279,2022-01-08,38
1280,2022-01-08,89
1281,2022-01-08,85
1282,2022-01-08,31
1283,2022-01-08,35
1284,2022-01-08,89
1285,2022-01-08,21
1286,2022-01-08,9
1287,2022-01-08,68
1288,2022-01-08,34
1289,2022-01-08,102
1290,2022-01-08,18
1291,2022-01-08,78
1292,2022-01-08,59
1293,2022-01-08,45
1294,2022-01-08,19
1295,2022-01-08,64
1296,2022-01-08,55
1297,2022-01-08,64
1298,2022-01-08,83
1299,2022-01-08,87
1300,2022-01-08,73
1301,2022-01-08,36
1302,2022-01-08,45
1303,2022-01-08,44
1304,2022-01-08,110
1305,2022-01-08,7
1306,2022-01-08,59
1307,2022-01-08,85
1308,2022-01-08,91
1309,2022-01-08,99
1310,2022-01-08,64
1311,2022-01-08,89
1312,2022-01-08,57
1313,2022-01-08,33
1314,2022-01-08,51
1315,2022-01-08,18
1316,2022-01-08,72
1317,2022-01-08,84
1318,2022-01-08,18
1319,2022-01-08,10
1320,2022-01-08,6
1321,2022-01-08,31
1322,2022-01-08,71
1323,2022-01-08,104
1324,2022-01-08,105
1325,2022-01-08,119
1326,2022-01-08,116
1327,2022-01-08,10
1328,2022-01-08,60
1329,2022-01-08,27
1330,2022-01-08,43
1331,2022-01-08,2
1332,2022-01-08,79
1333,2022-01-08,96
1334,2022-01-08,81
1335,2022-01-08,31
1336,2022-01-08,47
1337,2022-01-08,64
1338,2022-01-08,74
1339,2022-01-08,5
1340,2022-01-08,64
1341,2022-01-08,11
1342,2022-01-08,61
1343,2022-01-09,71
1344,2022-01-09,76
1345,2022-01-09,55
1346,2022-01-09,96
1347,2022-01-09,103
1348,2022-01-09,106
1349,2022-01-09,80
1350,2022-01-09,81
1351,2022-01-09,19
1352,2022-01-09,37
1353,2022-01-09,92
1354,2022-01-09,0
1355,2022-01-09,4
1356,2022-01-09,89
1357,2022-01-09,62
1358,2022-01-09,30
1359,2022-01-09,40
1360,2022-01-09,22
1361,2022-01-09,25
1362,2022-01-09,70
1363,2022-01-09,110
1364,2022-01-09,100
1365,2022-01-09,11
1366,2022-01-09,23
1367,2022-01-09,11
1368,2022-01-09,3
1369,2022-01-09,109
1370,2022-01-09,45
1371,2022-01-09,44
1372,2022-01-09,113
1373,2022-01-09,91
1374,2022-01-09,9
1375,2022-01-09,104
1376,2022-01-09,81
1377,2022-01-09,74
1378,2022-01-09,2
1379,2022-01-09,36
1380,2022-01-09,17
1381,2022-01-09,5
1382,2022-01-09,98
1383,2022-01-09,70
1384,2022-01-09,32
1385,2022-01-09,36
1386,2022-01-09,115
1387,2022-01-09,106
1388,2022-01-09,116
1389,2022-01-09,97
1390,2022-01-09,13
1391,2022-01-09,15
1392,2022-01-09,33
1393,2022-01-09,86
1394,2022-01-09,69
1395,2022-01-09,6
1396,2022-01-09,71
1397,2022-01-09,17
1398,2022-01-09,17
1399,2022-01-09,93
1400,2022-01-09,48
1401,2022-01-09,100
1402,2022-01-09,111
1403,2022-01-09,111
1404,2022-01-09,52
1405,2022-01-09,107
1406,2022-01-09,5
1407,2022-01-09,26
1408,2022-01-09,107
1409,2022-01-09,112
1410,2022-01-09,113
1411,2022-01-09,91
1412,2022-01-09,95
1413,2022-01-09,22
1414,2022-01-09,68
1415,2022-01-09,92
1416,2022-01-09,67
1417,2022-01-09,42
1418,2022-01-09,44
1419,2022-01-09,64
1420,2022-01-09,40
1421,2022-01-09,12
1422,2022-01-09,0
1423,2022-01-09,101
1424,2022-01-09,72
1425,2022-01-09,5
1426,2022-01-09,68
1427,2022-01-09,71
1428,2022-01-09,58
1429,2022-01-09,7
1430,2022-01-09,84
1431,2022-01-09,117
1432,2022-01-09,6
1433,2022-01-09,42
1434,2022-01-09,22
1435,2022-01-09,6
1436,2022-01-09,14
1437,2022-01-09,45
1438,2022-01-09,33
1439,2022-01-09,118
1440,2022-01-09,78
1441,2022-01-09,21
1442,2022-01-09,109
1443,2022-01-09,50
1444,2022-01-09,0
1445,2022-01-09,64
1446,2022-01-09,1
1447,2022-01-09,85
1448,2022-01-09,75
1449,2022-01-09,45
1450,2022-01-09,96
1451,2022-01-09,35
1452,2022-01-09,23
1453,2022-01-09,9
1454,2022-01-09,18
1455,2022-01-09,53
1456,2022-01-09,115
1457,2022-01-09,71
1458,2022-01-09,105
1459,2022-01-09,91
1460,2022-01-09,78
1461,2022-01-09,77
1462,2022-01-09,48
1463,2022-01-09,76
1464,2022-01-09,47
1465,2022-01-09,69
1466,2022-01-09,34
1467,2022-01-09,15
1468,2022-01-09,49
1469,2022-01-09,91
1470,2022-01-09,34
1471,2022-01-09,45
1472,2022-01-09,6
1473,2022-01-09,92
1474,2022-01-09,59
1475,2022-01-09,116
1476,2022-01-09,58
1477,2022-01-09,50
1478,2022-01-09,112
1479,2022-01-09,25
1480,2022-01-09,28
1481,2022-01-09,73
1482,2022-01-09,78
1483,2022-01-09,119
1484,2022-01-09,15
1485,2022-01-09,76
1486,2022-01-09,84
1487,2022-01-09,30
1488,2022-01-09,24
1489,2022-01-09,91
1490,2022-01-09,88
1491,2022-01-09,94
1492,2022-01-09,37
1493,2022-01-09,10
1494,2022-01-09,71
1495,2022-01-09,32
1496,2022-01-09,99
1497,2022-01-09,88
1498,2022-01-09,98
1499,2022-01-09,100
1500,2022-01-10,97
1501,2022-01-10,36
1502,2022-01-10,47
1503,2022-01-10,45
1504,2022-01-10,82
1505,2022-01-10,91
1506,2022-01-10,88
1507,2022-01-10,0
1508,2022-01-10,39
1509,2022-01-10,59
1510,2022-01-10,7
1511,2022-01-10,118
1512,2022-01-10,37
1513,2022-01-10,88
1514,2022-01-10,114
1515,2022-01-10,98
1516,2022-01-10,72
1517,2022-01-10,89
1518,2022-01-10,15
1519,2022-01-10,3
1520,2022-01-10,28
1521,2022-01-10,52
1522,2022-01-10,45
1523,2022-01-10,113
1524,2022-01-10,93
1525,2022-01-10,114
1526,2022-01-10,48
1527,2022-01-10,103
1528,2022-01-10,117
1529,2022-01-10,5
1530,2022-01-10,95
1531,2022-01-10,18
1532,2022-01-10,106
1533,2022-01-10,100
1534,2022-01-10,3
1535,2022-01-10,8
1536,2022-01-10,96
1537,2022-01-10,72
1538,2022-01-10,106
1539,2022-01-10,8
1540,2022-01-10,83
1541,2022-01-10,83
1542,2022-01-10,12
1543,2022-01-10,58
1544,2022-01-10,81
1545,2022-01-10,90
1546,2022-01-10,17
1547,2022-01-10,55
1548,2022-01-10,8
1549,2022-01-10,52
1550,2022-01-10,58
1551,2022-01-10,40
1552,2022-01-10,48
1553,2022-01-10,82
1554,2022-01-10,41
1555,2022-01-10,101
1556,2022-01-10,90
1557,2022-01-10,59
1558,2022-01-10,102
1559,2022-01-10,75
1560,2022-01-10,24
1561,2022-01-10,37
1562,2022-01-10,58
1563,2022-01-10,16
1564,2022-01-10,115
1565,2022-01-10,62
1566,2022-01-10,11
1567,2022-01-10,103
1568,2022-01-10,30
1569,2022-01-10,7
1570,2022-01-10,39
1571,2022-01-10,116
1572,2022-01-10,105
1573,2022-01-10,15
1574,2022-01-10,53
1575,2022-01-10,97
1576,2022-01-10,4
1577,2022-01-10,5
1578,2022-01-10,25
1579,2022-01-10,111
1580,2022-01-10,65
1581,2022-01-10,96
1582,2022-01-10,21
1583,2022-01-10,103
1584,2022-01-10,41
1585,2022-01-10,15
1586,2022-01-10,26
1587,2022-01-10,31
1588,2022-01-10,64
1589,2022-01-10,84
1590,2022-01-10,52
1591,2022-01-10,104
1592,2022-01-10,119
1593,2022-01-10,87
1594,2022-01-10,98
1595,2022-01-10,78
1596,2022-01-10,108
1597,2022-01-10,53
1598,2022-01-10,37
1599,2022-01-10,72
1600,2022-01-10,90
1601,2022-01-10,42
1602,2022-01-10,48
1603,2022-01-10,26
1604,2022-01-10,61
1605,2022-01-10,103
1606,2022-01-10,92
1607,2022-01-10,7
1608,2022-01-10,54
1609,2022-01-10,36
1610,2022-01-10,54
1611,2022-01-10,69
1612,2022-01-10,66
1613,2022-01-10,22
1614,2022-01-10,15
1615,2022-01-10,99
1616,2022-01-10,80
1617,2022-01-10,14
1618,2022-01-10,38
1619,2022-01-10,97
1620,2022-01-10,35
1621,2022-01-10,113
1622,2022-01-10,43
1623,2022-01-10,84
1624,2022-01-10,39
1625,2022-01-10,109
1626,2022-01-10,83
1627,2022-01-10,108
1628,2022-01-10,16
1629,2022-01-10,81
1630,2022-01-10,107
1631,2022-01-10,55
1632,2022-01-10,87
1633,2022-01-10,74
1634,2022-01-10,45
1635,2022-01-10,24
1636,2022-01-10,95
1637,2022-01-10,65
1638,2022-01-10,108
1639,2022-01-10,79
1640,2022-01-10,61
1641,2022-01-10,32
1642,2022-01-10,28
1643,2022-01-10,62
1644,2022-01-10,91
1645,2022-01-10,6
1646,2022-01-10,71
1647,2022-01-10,23
1648,2022-01-10,89
1649,2022-01-10,71
1650,2022-01-10,40
1651,2022-01-10,116
1652,2022-01-10,94
1653,2022-01-10,86
1654,2022-01-10,20
1655,2022-01-10,110
1656,2022-01-10,83
1657,2022-01-10,13
1658,2022-01-10,77
1659,2022-01-10,28
1660,2022-01-10,4
1661,2022-01-10,113
1662,2022-01-11,64
1663,2022-01-11,119
1664,2022-01-11,117
1665,2022-01-11,66
1666,2022-01-11,73
1667,2022-01-11,17
1668,2022-01-11,38
1669,2022-01-11,18
1670,2022-01-11,24
1671,2022-01-11,28
1672,2022-01-11,21
1673,2022-01-11,60
1674,2022-01-11,33
1675,2022-01-11,14
1676,2022-01-11,8
1677,2022-01-11,52
1678,2022-01-11,5
1679,2022-01-11,106
1680,2022-01-11,27
1681,2022-01-11,18
1682,2022-01-11,50
1683,2022-01-11,43
1684,2022-01-11,34
1685,2022-01-11,13
1686,2022-01-11,18
1687,2022-01-11,74
1688,2022-01-11,101
1689,2022-01-11,21
1690,2022-01-11,108
1691,2022-01-11,18
1692,2022-01-11,8
1693,2022-01-11,42
1694,2022-01-11,108
1695,2022-01-11,88
1696,2022-01-11,26
1697,2022-01-11,111
1698,2022-01-11,47
1699,2022-01-11,58
1700,2022-01-11,48
1701,2022-01-11,4
1702,2022-01-11,107
1703,2022-01-11,35
1704,2022-01-11,46
1705,2022-01-11,20
1706,2022-01-11,41
1707,2022-01-11,101
1708,2022-01-11,43
1709,2022-01-11,42
1710,2022-01-11,92
1711,2022-01-11,114
1712,2022-01-11,116
1713,2022-01-11,87
1714,2022-01-11,76
1715,2022-01-11,39
1716,2022-01-11,13
1717,2022-01-11,112
1718,2022-01-11,44
1719,2022-01-11,91
1720,2022-01-11,100
1721,2022-01-11,49
1722,2022-01-11,92
1723,2022-01-11,45
1724,2022-01-11,91
1725,2022-01-11,43
1726,2022-01-11,79
1727,2022-01-11,30
1728,2022-01-11,95
1729,2022-01-11,36
1730,2022-01-11,103
1731,2022-01-11,25
1732,2022-01-11,86
1733,2022-01-11,19
1734,2022-01-11,93
1735,2022-01-11,1
1736,2022-01-11,47
1737,2022-01-11,85
1738,2022-01-11,101
1739,2022-01-11,19
1740,2022-01-11,84
1741,2022-01-11,113
1742,2022-01-11,67
1743,2022-01-11,109
1744,2022-01-11,2
1745,2022-01-11,103
1746,2022-01-11,70
1747,2022-01-11,90
1748,2022-01-11,40
1749,2022-01-11,17
1750,2022-01-11,98
1751,2022-01-11,66
1752,2022-01-11,28
1753,2022-01-11,42
1754,2022-01-11,88
1755,2022-01-11,58
1756,2022-01-11,52
1757,2022-01-11,113
1758,2022-01-11,73
1759,2022-01-11,51
1760,2022-01-11,108
1761,2022-01-11,9
1762,2022-01-11,5
1763,2022-01-11,13
1764,2022-01-11,54
1765,2022-01-11,88
1766,2022-01-11,40
1767,2022-01-11,30
1768,2022-01-11,66
1769,2022-01-11,59
1770,2022-01-11,25
1771,2022-01-11,103
1772,2022-01-11,106
1773,2022-01-11,108
1774,2022-01-11,108
1775,2022-01-11,71
1776,2022-01-11,26
1777,2022-01-11,14
1778,2022-01-11,81
1779,2022-01-11,55
1780,2022-01-11,107
1781,2022-01-11,72
1782,2022-01-11,75
1783,2022-01-11,118
1784,2022-01-11,115
1785,2022-01-11,10
1786,2022-01-11,33
1787,2022-01-11,25
1788,2022-01-11,45
1789,2022-01-11,118
1790,2022-01-11,84
1791,2022-01-11,109
1792,2022-01-11,97
1793,2022-01-11,27
1794,2022-01-11,5
1795,2022-01-11,117
1796,2022-01-11,85
1797,2022-01-11,110
1798,2022-01-11,44
1799,2022-01-11,73
1800,2022-01-11,62
1801,2022-01-11,104
1802,2022-01-11,43
1803,2022-01-11,35
1804,2022-01-11,78
1805,2022-01-11,66
1806,2022-01-11,65
1807,2022-01-11,51
1808,2022-01-11,24
1809,2022-01-11,57
1810,2022-01-11,88
1811,2022-01-11,108
1812,2022-01-11,107
1813,2022-01-11,52
1814,2022-01-11,12
1815,2022-01-11,103
1816,2022-01-11,101
1817,2022-01-11,27
1818,2022-01-11,43
1819,2022-01-11,5
1820,2022-01-11,5
1821,2022-01-11,61
1822,2022-01-11,4
1823,2022-01-11,31
1824,2022-01-11,18
1825,2022-01-11,78
1826,2022-01-11,54
1827,2022-01-11,41
1828,2022-01-11,119
1829,2022-01-11,66
1830,2022-01-11,84
1831,2022-01-11,60
1832,2022-01-12,94
1833,2022-01-12,69
1834,2022-01-12,110
1835,2022-01-12,107
1836,2022-01-12,94
1837,2022-01-12,15
1838,2022-01-12,24
1839,2022-01-12,115
1840,2022-01-12,37
1841,2022-01-12,40
1842,2022-01-12,100
1843,2022-01-12,53
1844,2022-01-12,60
1845,2022-01-12,28
1846,2022-01-12,93
1847,2022-01-12,91
1848,2022-01-12,95
1849,2022-01-12,65
1850,2022-01-12,61
1851,2022-01-12,20
1852,2022-01-12,12
1853,2022-01-12,57
1854,2022-01-12,69
1855,2022-01-12,25
1856,2022-01-12,12
1857,2022-01-12,23
1858,2022-01-12,61
1859,2022-01-12,20
1860,2022-01-12,90
1861,2022-01-12,88
1862,2022-01-12,8
1863,2022-01-12,85
1864,2022-01-12,77
1865,2022-01-12,86
1866,2022-01-12,74
1867,2022-01-12,116
1868,2022-01-12,51
1869,2022-01-12,114
1870,2022-01-12,109
1871,2022-01-12,88
1872,2022-01-12,17
1873,2022-01-12,94
1874,2022-01-12,88
1875,2022-01-12,0
1876,2022-01-12,92
1877,2022-01-12,21
1878,2022-01-12,113
1879,2022-01-12,8
1880,2022-01-12,29
1881,2022-01-12,64
1882,2022-01-12,24
1883,2022-01-12,94
1884,2022-01-12,74
1885,2022-01-12,49
1886,2022-01-12,69
1887,2022-01-12,96
1888,2022-01-12,69
1889,2022-01-12,67
1890,2022-01-12,12
1891,2022-01-12,88
1892,2022-01-12,25
1893,2022-01-12,14
1894,2022-01-12,24
1895,2022-01-12,32
1896,2022-01-12,67
1897,2022-01-12,116
1898,2022-01-12,46
1899,2022-01-12,26
1900,2022-01-12,33
1901,2022-01-12,80
1902,2022-01-12,114
1903,2022-01-12,4
1904,2022-01-12,64
1905,2022-01-12,106
1906,2022-01-12,20
1907,2022-01-12,60
1908,2022-01-12,25
1909,2022-01-12,81
1910,2022-01-12,92
1911,2022-01-12,37
1912,2022-01-12,20
1913,2022-01-12,95
1914,2022-01-12,60
1915,2022-01-12,78
1916,2022-01-12,54
1917,2022-01-12,49
1918,2022-01-12,9
1919,2022-01-12,1
1920,2022-01-12,46
1921,2022-01-12,67
1922,2022-01-12,28
1923,2022-01-12,10
1924,2022-01-12,45
1925,2022-01-12,69
1926,2022-01-12,100
1927,2022-01-12,18
1928,2022-01-12,62
1929,2022-01-12,104
1930,2022-01-12,117
1931,2022-01-12,110
1932,2022-01-12,32
1933,2022-01-12,58
1934,2022-01-12,54
1935,2022-01-12,70
1936,2022-01-12,117
1937,2022-01-12,40
1938,2022-01-12,64
1939,2022-01-12,42
1940,2022-01-12,112
1941,2022-01-12,19
1942,2022-01-12,25
1943,2022-01-12,85
1944,2022-01-12,55
1945,2022-01-12,36
1946,2022-01-12,99
1947,2022-01-12,57
1948,2022-01-12,17
1949,2022-01-12,2
1950,2022-01-12,102
1951,2022-01-12,105
1952,2022-01-12,80
1953,2022-01-12,119
1954,2022-01-12,85
1955,2022-01-12,94
1956,2022-01-12,65
1957,2022-01-12,39
1958,2022-01-12,83
1959,2022-01-12,18
1960,2022-01-12,111
1961,2022-01-12,69
1962,2022-01-12,104
1963,2022-01-12,113
1964,2022-01-12,85
1965,2022-01-12,12
1966,2022-01-12,24
1967,2022-01-12,23
1968,2022-01-12,25
1969,2022-01-12,57
1970,2022-01-12,27
1971,2022-01-12,2
1972,2022-01-12,103
1973,2022-01-12,112
1974,2022-01-12,2
1975,2022-01-12,89
1976,2022-01-12,103
1977,2022-01-12,23
1978,2022-01-12,95
1979,2022-01-12,116
1980,2022-01-12,65
1981,2022-01-12,6
1982,2022-01-12,9
1983,2022-01-12,94
1984,2022-01-12,43
1985,2022-01-12,77
1986,2022-01-12,119
1987,2022-01-12,85
1988,2022-01-12,107
1989,2022-01-12,78
1990,2022-01-12,46
1991,2022-01-12,19
1992,2022-01-12,34
1993,2022-01-12,54
1994,2022-01-12,52
1995,2022-01-12,44
1996,2022-01-12,100
1997,2022-01-12,50
1998,2022-01-12,111
1999,2022-01-12,27
2000,2022-01-12,31
2001,2022-01-13,79
2002,2022-01-13,87
2003,2022-01-13,68
2004,2022-01-13,57
2005,2022-01-13,99
2006,2022-01-13,23
2007,2022-01-13,23
2008,2022-01-13,50
2009,2022-01-13,55
2010,2022-01-13,24
2011,2022-01-13,82
2012,2022-01-13,68
2013,2022-01-13,12
2014,2022-01-13,16
2015,2022-01-13,0
2016,2022-01-13,84
2017,2022-01-13,6
2018,2022-01-13,65
2019,2022-01-13,114
2020,2022-01-13,66
2021,2022-01-13,40
2022,2022-01-13,71
2023,2022-01-13,78
2024,2022-01-13,2
2025,2022-01-13,20
2026,2022-01-13,82
2027,2022-01-13,60
2028,2022-01-13,83
2029,2022-01-13,49
2030,2022-01-13,36
2031,2022-01-13,56
2032,2022-01-13,73
2033,2022-01-13,113
2034,2022-01-13,28
2035,2022-01-13,31
2036,2022-01-13,65
2037,2022-01-13,99
2038,2022-01-13,15
2039,2022-01-13,117
2040,2022-01-13,35
2041,2022-01-13,34
2042,2022-01-13,51
2043,2022-01-13,1
2044,2022-01-13,38
2045,2022-01-13,74
2046,2022-01-13,52
2047,2022-01-13,78
2048,2022-01-13,35
2049,2022-01-13,72
2050,2022-01-13,59
2051,2022-01-13,69
2052,2022-01-13,65
2053,2022-01-13,109
2054,2022-01-13,119
2055,2022-01-13,48
2056,2022-01-13,83
2057,2022-01-13,89
2058,2022-01-13,30
2059,2022-01-13,105
2060,2022-01-13,8
2061,2022-01-13,78
2062,2022-01-13,61
2063,2022-01-13,78
2064,2022-01-13,86
2065,2022-01-13,101
2066,2022-01-13,91
2067,2022-01-13,107
2068,2022-01-13,69
2069,2022-01-13,39
2070,2022-01-13,73
2071,2022-01-13,67
2072,2022-01-13,56
2073,2022-01-13,70
2074,2022-01-13,78
2075,2022-01-13,113
2076,2022-01-13,68
2077,2022-01-13,30
2078,2022-01-13,109
2079,2022-01-13,96
2080,2022-01-13,112
2081,2022-01-13,57
2082,2022-01-13,63
2083,2022-01-13,43
2084,2022-01-13,30
2085,2022-01-13,57
2086,2022-01-13,40
2087,2022-01-13,82
2088,2022-01-13,98
2089,2022-01-13,61
2090,2022-01-13,92
2091,2022-01-13,64
2092,2022-01-13,33
2093,2022-01-13,52
2094,2022-01-13,67
2095,2022-01-13,58
2096,2022-01-13,29
2097,2022-01-13,32
2098,2022-01-13,113
2099,2022-01-13,25
2100,2022-01-13,58
2101,2022-01-13,49
2102,2022-01-13,67
2103,2022-01-13,99
2104,2022-01-13,43
2105,2022-01-13,115
2106,2022-01-13,105
2107,2022-01-13,59
2108,2022-01-13,105
2109,2022-01-13,0
2110,2022-01-13,31
2111,2022-01-13,101
2112,2022-01-13,58
2113,2022-01-13,88
2114,2022-01-13,69
2115,2022-01-13,73
2116,2022-01-13,11
2117,2022-01-13,59
2118,2022-01-13,88
2119,2022-01-13,103
2120,2022-01-13,109
2121,2022-01-13,46
2122,2022-01-13,26
2123,2022-01-13,95
2124,2022-01-13,84
2125,2022-01-13,57
2126,2022-01-13,33
2127,2022-01-13,107
2128,2022-01-13,108
2129,2022-01-13,96
2130,2022-01-13,18
2131,2022-01-13,75
2132,2022-01-13,93
2133,2022-01-13,15
2134,2022-01-13,45
2135,2022-01-13,108
2136,2022-01-13,31
2137,2022-01-13,101
2138,2022-01-13,2
2139,2022-01-13,93
2140,2022-01-13,61
2141,2022-01-13,76
2142,2022-01-13,30
2143,2022-01-13,32
2144,2022-01-13,94
2145,2022-01-13,80
2146,2022-01-13,75
2147,2022-01-13,110
2148,2022-01-13,116
2149,2022-01-13,2
2150,2022-01-13,98
2151,2022-01-13,3
2152,2022-01-13,9
2153,2022-01-13,30
2154,2022-01-13,83
2155,2022-01-13,29
2156,2022-01-13,15
2157,2022-01-13,110
2158,2022-01-13,6
2159,2022-01-13,51
2160,2022-01-13,19
2161,2022-01-13,118
2162,2022-01-13,15
2163,2022-01-13,28
2164,2022-01-14,94
2165,2022-01-14,12
2166,2022-01-14,30
2167,2022-01-14,71
2168,2022-01-14,43
2169,2022-01-14,112
2170,2022-01-14,2
2171,2022-01-14,12
2172,2022-01-14,88
2173,2022-01-14,60
2174,2022-01-14,43
2175,2022-01-14,103
2176,2022-01-14,89
2177,2022-01-14,112
2178,2022-01-14,13
2179,2022-01-14,59
2180,2022-01-14,47
2181,2022-01-14,62
2182,2022-01-14,70
2183,2022-01-14,106
2184,2022-01-14,36
2185,2022-01-14,16
2186,2022-01-14,96
2187,2022-01-14,13
2188,2022-01-14,8
2189,2022-01-14,81
2190,2022-01-14,38
2191,2022-01-14,104
2192,2022-01-14,113
2193,2022-01-14,56
2194,2022-01-14,16
2195,2022-01-14,8
2196,2022-01-14,1
2197,2022-01-14,83
2198,2022-01-14,22
2199,2022-01-14,42
2200,2022-01-14,101
2201,2022-01-14,25
2202,2022-01-14,62
2203,2022-01-14,64
2204,2022-01-14,115
2205,2022-01-14,118
2206,2022-01-14,55
2207,2022-01-14,100
2208,2022-01-14,33
2209,2022-01-14,56
2210,2022-01-14,82
2211,2022-01-14,46
2212,2022-01-14,51
2213,2022-01-14,38
2214,2022-01-14,101
2215,2022-01-14,55
2216,2022-01-14,31
2217,2022-01-14,21
2218,2022-01-14,50
2219,2022-01-14,103
2220,2022-01-14,53
2221,2022-01-14,81
2222,2022-01-14,100
2223,2022-01-14,78
2224,2022-01-14,68
2225,2022-01-14,22
2226,2022-01-14,87
2227,2022-01-14,9
2228,2022-01-14,3
2229,2022-01-14,13
2230,2022-01-14,110
2231,2022-01-14,99
2232,2022-01-14,28
2233,2022-01-14,62
2234,2022-01-14,45
2235,2022-01-14,112
2236,2022-01-14,3
2237,2022-01-14,111
2238,2022-01-14,106
2239,2022-01-14,49
2240,2022-01-14,54
2241,2022-01-14,81
2242,2022-01-14,98
2243,2022-01-14,100
2244,2022-01-14,68
2245,2022-01-14,62
2246,2022-01-14,18
2247,2022-01-14,46
2248,2022-01-14,110
2249,2022-01-14,104
2250,2022-01-14,2
2251,2022-01-14,4
2252,2022-01-14,117
2253,2022-01-14,30
2254,2022-01-14,63
2255,2022-01-14,45
2256,2022-01-14,12
2257,2022-01-14,108
2258,2022-01-14,61
2259,2022-01-14,82
2260,2022-01-14,119
2261,2022-01-14,44
2262,2022-01-14,34
2263,2022-01-14,77
2264,2022-01-14,118
2265,2022-01-14,23
2266,2022-01-14,25
2267,2022-01-14,65
2268,2022-01-14,16
2269,2022-01-14,10
2270,2022-01-14,72
2271,2022-01-14,104
2272,2022-01-14,43
2273,2022-01-14,22
2274,2022-01-14,25
2275,2022-01-14,48
2276,2022-01-14,95
2277,2022-01-14,95
2278,2022-01-14,35
2279,2022-01-14,84
2280,2022-01-14,58
2281,2022-01-14,28
2282,2022-01-14,10
2283,2022-01-14,84
2284,2022-01-14,66
2285,2022-01-14,84
2286,2022-01-14,55
2287,2022-01-14,56
2288,2022-01-14,29
2289,2022-01-14,29
2290,2022-01-14,51
2291,2022-01-14,61
2292,2022-01-14,113
2293,2022-01-14,50
2294,2022-01-14,37
2295,2022-01-14,36
2296,2022-01-14,102
2297,2022-01-14,57
2298,2022-01-14,88
2299,2022-01-14,53
2300,2022-01-14,56
2301,2022-01-14,26
2302,2022-01-14,19
2303,2022-01-14,53
2304,2022-01-14,61
2305,2022-01-14,27
2306,2022-01-14,36
2307,2022-01-14,86
2308,2022-01-14,52
2309,2022-01-14,14
2310,2022-01-14,99
2311,2022-01-14,67
2312,2022-01-14,49
2313,2022-01-14,113
2314,2022-01-14,62
2315,2022-01-14,1
2316,2022-01-14,115
2317,2022-01-14,69
2318,2022-01-14,62
2319,2022-01-14,39
2320,2022-01-14,70
2321,2022-01-14,86
2322,2022-01-14,25
2323,2022-01-14,1
2324,2022-01-14,117
2325,2022-01-14,67
2326,2022-01-14,9
2327,2022-01-14,81
2328,2022-01-14,113
2329,2022-01-14,74
2330,2022-01-14,78
2331,2022-01-14,7
2332,2022-01-14,86
2333,2022-01-14,90
2334,2022-01-14,112
2335,2022-01-14,45
2336,2022-01-14,8
2337,2022-01-14,79
2338,2022-01-14,17
2339,2022-01-14,64
2340,2022-01-14,98
2341,2022-01-14,31
2342,2022-01-14,50
2343,2022-01-15,97
2344,2022-01-15,109
2345,2022-01-15,24
2346,2022-01-15,52
2347,2022-01-15,54
2348,2022-01-15,66
2349,2022-01-15,78
2350,2022-01-15,43
2351,2022-01-15,78
2352,2022-01-15,9
2353,2022-01-15,75
2354,2022-01-15,60
2355,2022-01-15,115
2356,2022-01-15,63
2357,2022-01-15,19
2358,2022-01-15,60
2359,2022-01-15,105
2360,2022-01-15,34
2361,2022-01-15,17
2362,2022-01-15,91
2363,2022-01-15,54
2364,2022-01-15,10
2365,2022-01-15,93
2366,2022-01-15,70
2367,2022-01-15,31
2368,2022-01-15,107
2369,2022-01-15,4
2370,2022-01-15,117
2371,2022-01-15,66
2372,2022-01-15,68
2373,2022-01-15,59
2374,2022-01-15,2
2375,2022-01-15,102
2376,2022-01-15,35
2377,2022-01-15,46
2378,2022-01-15,102
2379,2022-01-15,65
2380,2022-01-15,76
2381,2022-01-15,96
2382,2022-01-15,105
2383,2022-01-15,105
2384,2022-01-15,104
2385,2022-01-15,105
2386,2022-01-15,54
2387,2022-01-15,96
2388,2022-01-15,48
2389,2022-01-15,68
2390,2022-01-15,51
2391,2022-01-15,40
2392,2022-01-15,67
2393,2022-01-15,91
2394,2022-01-15,90
2395,2022-01-15,48
2396,2022-01-15,119
2397,2022-01-15,110
2398,2022-01-15,104
2399,2022-01-15,70
2400,2022-01-15,45
2401,2022-01-15,116
2402,2022-01-15,69
2403,2022-01-15,118
2404,2022-01-15,99
2405,2022-01-15,74
2406,2022-01-15,82
2407,2022-01-15,57
2408,2022-01-15,48
2409,2022-01-15,25
2410,2022-01-15,82
2411,2022-01-15,17
